x,y,codid,direccion,localidad,tipointer,disppdm,fechaimplementacion
-74.124658634999946,4.581485931000032,1064,KR 25A X CL 42 S Y DG 41A S,RAFAEL URIBE,VEHICULAR,SIN,1989-10-01
-74.125593655999978,4.583572954000033,1072,KR 27 X CL 42 S,RAFAEL URIBE,"VEHICULAR, PEATONAL",SIN,1989-10-01
-74.121178449999945,4.580809490000036,1055,AV MARISCAL SUCRE (KR 24) X CL 40 S,RAFAEL URIBE,"VEHICULAR, PEATONAL",SIN,2000-01-20
-74.109676669999942,4.58433019000006,1029,AV MARISCAL SUCRE (KR 24) X CL 27 S,RAFAEL URIBE,"VEHICULAR, PEATONAL",SIN,1988-04-14
-74.102638399999989,4.575736470000038,1015,KR 12D BIS X CL 27 S,RAFAEL URIBE,VEHICULAR,SIN,1991-01-25
-74.087192779999953,4.61193811000004,580,KR 25 X CL 15,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1995-02-18
-74.086255226999981,4.613030015000049,576,KR 25 X CL 17,LOS MARTIRES,VEHICULAR,SIN,1993-12-30
-74.10208930999994,4.623449140000048,684,KR 43 X AV COLON (AC 13),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1993-09-24
-74.10790566999998,4.63196436000004,1171,KR 52 X AV PUENTE ARANDA (AC 17),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,2009-12-22
-74.102577879999956,4.633220000000051,688,AV BATALLON CALDAS (AK 50) X CL 19,PUENTE ARANDA,"VEHICULAR, PEATONAL, BICIUSUARIOS",SIN,1993-07-12
-74.115795469999966,4.639911810000058,754,AV DEL CONGRESO EUCARISTICO (AK 68) X AV PUENTE ARANDA (AC 17),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1993-12-28
-74.117178409999951,4.645882680000057,761,AV DE LA CONSTITUCION (AK 68D) X AV INDUSTRIAL (CL 19),FONTIBON,VEHICULAR,SIN,1993-08-30
-74.113036959999988,4.642658080000046,743,AV DEL CONGRESO EUCARISTICO (AK 68) X AV INDUSTRIAL (CL 19),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1993-08-30
-74.109762629999977,4.627667280000026,728,KR 53F X AV DE LAS AMERICAS (AC 9),PUENTE ARANDA,VEHICULAR,SIN,2003-02-26
-74.112245299999984,4.63242549000006,738,AV DE LA ESMERALDA (KR 60) X AV CENTENARIO (AC 13),PUENTE ARANDA,"VEHICULAR, PEATONAL","BOTON, SONORO",1984-01-17
-74.105747569999949,4.618761960000029,708,AV FERROCARRIL DEL SUR (TV 42) X AV DE LOS COMUNEROS (AC 6),PUENTE ARANDA,VEHICULAR,SIN,1997-09-15
-74.105900439999971,4.619802020000066,1138,KR 43 X AV DE LOS COMUNEROS (AC 6),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,2006-11-20
-74.10629973999994,4.620256400000073,709,TV 43B X AV DE LOS COMUNEROS (AC 6),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,2006-11-20
-74.103770059999988,4.62158904000006,693,KR 43 X CL 12,PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1997-01-06
-74.104141019999986,4.625297750000072,698,KR 47 X AV COLON (AC 13),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1990-07-11
-74.094491829999981,4.621168570000066,630,AV CUNDINAMARCA (AK 36) X CL 17A,PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,2003-12-19
-74.099706602999959,4.626605196000071,668,AK 43A X AV DE LAS AMERICAS (AC 20),PUENTE ARANDA,VEHICULAR,SIN,2005-06-20
-74.095833477999975,4.626212174000045,642,AK 40 X AV DE LAS AMERICAS (AC 20),PUENTE ARANDA,VEHICULAR,SIN,1983-09-27
-74.095683519999966,4.628555800000072,628,AV PEDRO LEON TRABUCHY (AK 40) X CL 21,PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,2006-12-01
-74.094582719999948,4.63348491000005,632,KR 44A X AV DE LA ESPERANZA (AC 24),TEUSAQUILLO,"VEHICULAR, PEATONAL",SIN,1997-10-17
-74.093007159999956,4.622809070000074,620,AV CUNDINAMARCA (AK 36) X AV CIUDAD DE LIMA (AC 19),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1997-10-15
-74.111652399999969,4.644018310000035,735,AV DEL CONGRESO EUCARISTICO (AK 68) X CL 20,PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1994-12-07
-74.102741079999987,4.645179120000023,687,AV DE LA ESMERALDA (AK 60) X AV LUIS CARLOS GALAN (AC 24),TEUSAQUILLO,"VEHICULAR, PEATONAL",SIN,2005-10-20
-74.100414049999983,4.618566120000025,674,KR 38 X CL 12,PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1997-08-24
-74.099458999999968,4.621174760000031,667,AV FERROCARRIL DEL SUR (AK 39) X AV COLON (AC 13),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,2003-09-09
-74.09810312999997,4.61998514000004,656,KR 38 X AV COLON (AC 13),PUENTE ARANDA,"VEHICULAR, PEATONAL","BOTON, SONORO",1993-08-31
-74.096777169999939,4.618726140000035,646,AV CUNDINAMARCA (AK 36) X AV COLON (AC 13),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1997-04-29
-74.092406129999972,4.608267340000054,615,AV GENERAL SANTANDER (AK 27) X CL 10,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1983-07-12
-74.091191099999946,4.606064690000039,609,KR 24 X CL 9,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1983-08-19
-74.089902079999945,4.607890900000029,597,KR 24 X CL 11,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1983-07-19
-74.089302909999958,4.608735300000035,594,KR 24 X CL 12,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1983-07-19
-74.08603667999995,4.608941680000044,566,KR 21 X AV COLON (AC 13),LOS MARTIRES,EXCLUSIVA PEATONAL,SIN,2003-09-19
-74.095281999999941,4.604662850000068,637,AV GENERAL SANTANDER (AK 27) X AV DE LOS COMUNEROS (AC 6),LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1983-07-15
-74.098494099999982,4.616837330000067,659,AV CUNDINAMARCA (AK 36) X CL 12,PUENTE ARANDA,VEHICULAR,SIN,1993-12-20
-74.095170819999964,4.613817120000022,636,KR 32 X CL 12,PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1995-04-26
-74.094332619999989,4.616645990000052,629,KR 33 X AV COLON (AC 13),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,2003-09-16
-74.093369869999947,4.615677110000036,625,KR 32 X AV COLON (AC 13),PUENTE ARANDA,"VEHICULAR, PEATONAL","BOTON, SONORO",1995-04-25
-74.119076459999974,4.606793560000028,770,AV BATALLON CALDAS (AK 50) X DG 16 S,PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,2000-10-10
-74.118537229999959,4.607735280000043,767,AV BATALLON CALDAS (AK 50) X AV  FUCHA (AC 8 S),PUENTE ARANDA,VEHICULAR,SIN,1993-12-21
-74.149350829999946,4.617785730000037,863,AV PRIMERO DE MAYO (TV 73C BIS A) X CL 38B S,KENNEDY,VEHICULAR,SIN,1998-02-01
-74.147160183999972,4.621271379000064,856,KR 73D X CL 35B S,KENNEDY,"VEHICULAR, PEATONAL",SIN,1998-01-17
-74.147739669999964,4.625442220000025,858,AV POPORO QUIMBAYA (KR 78B) X CL 26 S,KENNEDY,"VEHICULAR, PEATONAL",SIN,1987-12-29
-74.144802009999978,4.618990240000073,847,AV PRIMERO DE MAYO (TV 72N) X CL 35B S,KENNEDY,"VEHICULAR, PEATONAL",SIN,2000-10-01
-74.145506169999976,4.62320021000005,850,KR 73D X CL 26 S,KENNEDY,"VEHICULAR, PEATONAL",SIN,1994-11-21
-74.146346989999984,4.624136770000064,854,KR 75 X CL 26 S,KENNEDY,"VEHICULAR, PEATONAL",SIN,1994-11-21
-74.144282049999958,4.622242430000028,843,KR 73B BIS X CL 26 S,KENNEDY,VEHICULAR,SIN,1993-12-10
-74.131823979999979,4.604839650000031,806,AV DEL CONGRESO EUCARISTICO (AK 68) X CL 37 S Y DG 35A S,KENNEDY,"VEHICULAR, PEATONAL",SIN,1994-04-11
-74.130708139999967,4.603688280000028,801,KR 52C X CL 37 S,PUENTE ARANDA,VEHICULAR,SIN,1993-12-21
-74.129965919999961,4.602915900000028,798,KR 52A X CL 37 S,PUENTE ARANDA,VEHICULAR,SIN,1993-12-21
-74.126209519999975,4.606592140000032,793,KR 52A X AV PRIMERO DE MAYO (AC 26 S),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1993-11-23
-74.127778199999966,4.613455260000023,795,AV DEL CONGRESO EUCARISTICO (AK 68) X CL 18 S,KENNEDY,"VEHICULAR, PEATONAL",SIN,1990-04-18
-74.125577229999976,4.605940260000068,794,KR 52 X AV PRIMERO DE MAYO (AC 26 S),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1993-11-23
-74.137247861999981,4.620528325000066,828,KR 71D X CL 3 S,KENNEDY,"EXCLUSIVA PEATONAL, BICIUSUARIOS",SIN,2004-10-21
-74.136674609999943,4.62566841000006,825,KR 71D X VIA G (AC 3) ,KENNEDY,"VEHICULAR, PEATONAL, BICIUSUARIOS",SIN,1996-06-08
-74.143055749999974,4.636278480000044,844,KR 78 X CL 7ABISC,KENNEDY,"VEHICULAR, PEATONAL",SIN,2006-09-18
-74.100447739999936,4.595773850000057,1004,KR 26 X CL 1B,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1998-04-28
-74.100288659999933,4.595023080000033,1002,KR 25A BIS X AV DE LA HORTUA (CL 1),LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1998-04-28
-74.100320489999945,4.598297340000045,672,AV GENERAL SANTANDER (AK 27) X CL 1F,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1994-02-16
-74.09918319999997,4.597388390000049,665,KR 26 X CL 1F,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1994-02-16
-74.097956279999948,4.598962720000031,655,KR 26 X CL 2,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,2004-08-26
-74.085920709999982,4.595550670000023,958,AV CARACAS (AK 14) X CL 4,SANTA FE,"VEHICULAR, PEATONAL",SIN,2000-01-01
-74.087875799999949,4.598962080000035,584,AV DE LOS COMUNEROS (AC 6) X ENTRADA PATIO TRANSMILENIO,LOS MARTIRES,"VEHICULAR, PEATONAL, BICIUSUARIOS",SIN,2005-03-01
-74.088024519999976,4.599475530000063,587,AV MARISCAL SUCRE (AK 18) X AV DE LOS COMUNEROS (AC 6),LOS MARTIRES,"VEHICULAR, PEATONAL, BICIUSUARIOS",SIN,1988-04-13
-74.100668749999954,4.603474630000051,677,AV CIUDAD DE QUITO (AK 30) X AV CIUDAD MONTES (AC 3),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1993-09-21
-74.099972209999976,4.608497250000028,660,KR 32 X AV DE LOS COMUNEROS (AC 6),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,2008-01-26
-74.094958399999939,4.599405840000031,634,KR 24 X CL 3 ,LOS MARTIRES,VEHICULAR,SIN,1993-09-21
-74.093117829999983,4.587343430000033,976,AV CARACAS (AK 14) X CL 8 S,ANTONIO NARINO,EXCLUSIVA PEATONAL,SIN,1990-12-06
-74.091347399999961,4.589543580000054,971,AV CARACAS (AK 14) X CL 3 S,ANTONIO NARINO,"VEHICULAR, PEATONAL",SIN,1996-04-09
-74.090772879999975,4.590270170000053,969,AV CARACAS (AK 14) X CL 2 S,ANTONIO NARINO,"VEHICULAR, PEATONAL",SIN,1990-07-04
-74.089886572999944,4.591377487000045,966,AV CARACAS (AK 14) X DG 1BIS S,ANTONIO NARINO,EXCLUSIVA PEATONAL,"BOTON, SONORO",1997-10-18
-74.088990899999942,4.591955210000037,965,AV CARACAS (AK 14) X AV DE LA HORTUA (CL 1),SANTA FE,"VEHICULAR, PEATONAL",SIN,1997-10-18
-74.087339579999934,4.593782180000062,962,AV CARACAS (AK 14) X CL 2,SANTA FE,"VEHICULAR, PEATONAL",SIN,1993-05-23
-74.085163849999958,4.612403630000074,565,KR 22 X CL 17,LOS MARTIRES,VEHICULAR,SIN,1995-02-18
-74.088978409999982,4.614909780000062,592,KR 28A X CL 17,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1998-09-05
-74.087655129999973,4.614101160000075,585,AV GENERAL SANTANDER (AK 27) X CL 17,LOS MARTIRES,VEHICULAR,SIN,1983-07-08
-74.08581135999998,4.616251920000025,570,AV GENERAL SANTANDER (AK 27) X AV CIUDAD DE LIMA (AC 19),LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1993-09-16
-74.115732229999935,4.624183840000057,753,KR 56 X CL 5A,PUENTE ARANDA,VEHICULAR,SIN,1993-12-09
-74.111661579999975,4.620674210000061,736,AV BATALLON CALDAS (AK 50) X CL 5A,PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1998-03-24
-74.117814049999936,4.628339170000061,758,KR 63 X AV DE LAS AMERICAS (AC 9),PUENTE ARANDA,VEHICULAR,SIN,2003-02-26
-74.090821769999934,4.610268470000051,605,AV GENERAL SANTANDER (AK 27) X CL 12,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1983-07-07
-74.089323169999943,4.612064720000035,596,AV GENERAL SANTANDER (AK 27) X AV COLON (AC 13),LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1993-09-08
-74.087436099999934,4.610133390000044,583,KR 23 X AV COLON (AC 13),LOS MARTIRES,EXCLUSIVA PEATONAL,SIN,2003-09-17
-74.08789231999998,4.61055803000005,586,KR 24 X AV COLON (AC 13),LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1987-06-03
-74.088528649999944,4.613058770000066,590,AV GENERAL SANTANDER (AK 27) X CL 15,LOS MARTIRES,VEHICULAR,SIN,1995-02-18
-74.147296249999954,4.648996530000034,855,AV CIUDAD DE CALI (AK 86) X CL 10,KENNEDY,"VEHICULAR, PEATONAL",SIN,2007-08-11
-74.141725919999942,4.638242050000031,836,KR 78 X AV CASTILLA (AC 8),KENNEDY,"VEHICULAR, PEATONAL",SIN,1995-01-06
-74.140052049999952,4.641509850000034,834,KR 78 X CL 9,KENNEDY,"VEHICULAR, PEATONAL",SIN,1995-10-04
-74.150129609999965,4.627629690000049,864,KR 78K X CL 26 S,KENNEDY,"VEHICULAR, PEATONAL",SIN,1993-12-29
-74.148257819999969,4.629743980000058,859,KR 78K X CL 3,KENNEDY,"VEHICULAR, PEATONAL",SIN,2000-06-08
-74.148303746999943,4.632757795000032,861,TV 78C X AC 6,KENNEDY,EXCLUSIVA PEATONAL,"BOTON, SONORO",2003-12-09
-74.14592805999996,4.627380200000061,852,AV POPORO QUIMBAYA (KR 78B) X CL 3,KENNEDY,"VEHICULAR, PEATONAL",SIN,1998-01-29
-74.145267879999949,4.62677659000002,849,KR 78 X CL 3,KENNEDY,"VEHICULAR, PEATONAL",SIN,2000-06-08
-74.141867489999981,4.619222970000067,840,KR 72N X AV PRIMERO DE MAYO (AC 26 S) ,KENNEDY,EXCLUSIVA PEATONAL,"BOTON, SONORO",2007-10-26
-74.118862879999938,4.619093730000031,1127,KR 54 X AV CIUDAD MONTES (AC 3) ,PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,2006-12-05
-74.119576819999963,4.619749170000034,772,KR 56 X AV CIUDAD MONTES (AC 3),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1993-12-30
-74.131803059999982,4.645288380000068,805,AV BOYACA (AK 72) X AV ALSACIA (AC 12),KENNEDY,"VEHICULAR, PEATONAL",SIN,1990-08-23
-74.121988659999943,4.640193740000029,784,AV DE LA CONSTITUCION (AK 68D) X AV CENTENARIO (AC 13),FONTIBON,"VEHICULAR, PEATONAL",SIN,1993-12-07
-74.118017180999971,4.637757561000058,763,AV DEL CONGRESO EUCARISTICO (AK 68) X CL 13,PUENTE ARANDA,EXCLUSIVA PEATONAL,BOTON,2007-09-11
-74.121231849999958,4.644147020000048,780,KR 69 X CL 17,FONTIBON,"VEHICULAR, PEATONAL",SIN,2006-11-01
-74.118722309999953,4.647228570000038,775,KR 69 X AV INDUSTRIAL (CL 19),FONTIBON,"VEHICULAR, PEATONAL",SIN,2006-11-15
-74.119769799999972,4.64305059000003,773,AV DE LA CONSTITUCION (AK 68D) X AV PUENTE ARANDA (AC 17),FONTIBON,"VEHICULAR, PEATONAL",SIN,1998-02-11
-74.13703720999996,4.636788240000044,827,AV BOYACA (AK 72) X AV CASTILLA (AC 8),KENNEDY,"VEHICULAR, PEATONAL",SIN,1998-01-27
-74.135874759999979,4.63940475000004,819,AV BOYACA (AK 72) X CL 9,KENNEDY,"VEHICULAR, PEATONAL",SIN,1990-04-18
-74.133278159999975,4.617751490000046,811,KR 70B X CL 8 S,KENNEDY,"VEHICULAR, PEATONAL",SIN,2004-10-21
-74.133796329999939,4.625383640000052,812,KR 71A X VIA G (AC 3) ,KENNEDY,"EXCLUSIVA PEATONAL, BICIUSUARIOS",SIN,1997-07-13
-74.124117389999981,4.624359060000074,788,AV DEL CONGRESO EUCARISTICO (AK 68)  X AV CIUDAD MONTES (AC 3),KENNEDY,"VEHICULAR, PEATONAL",SIN,1993-10-12
-74.121156519999943,4.621300080000026,779,KR 60 X AV CIUDAD MONTES (AC 3) ,PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1993-12-30
-74.158358529999987,4.685737850000066,889,KR 120 X AV CENTENARIO (DG 16),FONTIBON,VEHICULAR,SIN,1994-12-25
-74.142973892999976,4.65316763200002,1149,AV CIUDAD DE CALI (AK 86) X AV ALSACIA (AC 12),KENNEDY,"VEHICULAR, PEATONAL",SIN,2009-07-03
-74.139078969999957,4.663021430000072,833,KR 90 X AV CENTENARIO (DG 16),FONTIBON,VEHICULAR,SIN,1994-11-28
-74.148848219999934,4.666993460000072,860,AK 97 X AV CENTENARIO (DG 16),FONTIBON,"VEHICULAR, PEATONAL",SIN,2004-12-06
-74.147103229999971,4.674262700000042,857,KR 103A X CL 17,FONTIBON,"VEHICULAR, PEATONAL",SIN,2002-08-28
-74.145232029999988,4.672243690000073,848,KR 99 X CL 17,FONTIBON,VEHICULAR,SIN,1994-11-25
-74.125343739999948,4.672161840000058,791,AV CIUDAD DE CALI (AK 86) X AV LUIS CARLOS GALAN (AC 24),FONTIBON,"VEHICULAR, PEATONAL",SIN,2000-01-13
-74.135865199999955,4.68313481000007,820,AK 103 X AV LUIS CARLOS GALAN (AC 24) ,FONTIBON,"VEHICULAR, PEATONAL",SIN,2002-08-27
-74.134372679999956,4.702357000000063,814,KR 111C X AV JOSE CELESTINO MUTIS (AC 63),ENGATIVA,"VEHICULAR, PEATONAL",SIN,2004-05-12
-74.134908609999968,4.702758950000032,817,KR 112 X AV JOSE CELESTINO MUTIS (AC 63),ENGATIVA,"VEHICULAR, PEATONAL",SIN,2004-05-12
-74.141646139999978,4.71398120300006,1167,KR 121 X CL 64,ENGATIVA,"VEHICULAR, PEATONAL",SIN,2009-11-18
-74.116746429999978,4.595241740000063,1046,AV CIUDAD DE QUITO (TV 35) X CL 29A S,PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1998-03-03
-74.11482497999998,4.597776530000033,751,KR 36 X AV PRIMERO DE MAYO (AC 26 S),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,2000-07-14
-74.112490739999942,4.594596890000048,1035,AV JORGE GAITAN CORTES (KR 30) X AV PRIMERO DE MAYO (CL 22 S),ANTONIO NARINO,VEHICULAR,SIN,2000-12-15
-74.113398489999952,4.596235430000036,1038,AV CIUDAD DE QUITO (TV 31) X AV PRIMERO DE MAYO (AC 26 S),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1997-12-16
-74.109919629999979,4.596422540000049,727,AV JORGE GAITAN CORTES (KR 30) X CL 17 S,ANTONIO NARINO,VEHICULAR,SIN,1989-12-01
-74.106666369999971,4.58647258000002,1024,KR 24F X AV PRIMERO DE MAYO (CL 22 S),ANTONIO NARINO,"VEHICULAR, PEATONAL",SIN,2005-08-26
-74.107112809999933,4.587027700000022,1026,KR 24G X AV PRIMERO DE MAYO (CL 22 S),ANTONIO NARINO,"VEHICULAR, PEATONAL",SIN,1983-04-08
-74.118278089999933,4.705402270000036,766,KR 103 X AV CHILE (AC 72),ENGATIVA,"VEHICULAR, PEATONAL",SIN,1998-09-05
-74.11895740999995,4.706003610000039,768,AV BOLIVIA (AK 104) X AV CHILE (AC 72),ENGATIVA,"VEHICULAR, PEATONAL",SIN,1998-09-05
-74.122197229999983,4.70861098000006,782,KR 106A X AV CHILE (AC 72),ENGATIVA,"VEHICULAR, PEATONAL",SIN,2000-09-25
-74.114427799999987,4.58861311000004,1045,AV GENERAL SANTANDER (KR 27) X CL 30 S,RAFAEL URIBE,"VEHICULAR, PEATONAL",SIN,2006-09-21
-74.115386679999972,4.592487940000069,1043,AV JORGE GAITAN CORTES (KR 30) X CL 30 S,ANTONIO NARINO,VEHICULAR,SIN,1993-12-21
-74.113025189999973,4.588743360000024,1044,AV GENERAL SANTANDER (KR 27) X CL 29 S,RAFAEL URIBE,"VEHICULAR, PEATONAL",SIN,2006-09-21
-74.110571689999972,4.588828480000075,1030,AV GENERAL SANTANDER (KR 27) X CL 26 S,RAFAEL URIBE,"VEHICULAR, PEATONAL",SIN,1990-09-18
-74.101586469999972,4.596685440000044,681,AV GENERAL SANTANDER (AK 27) X CL 1B,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,1990-09-16
-74.105410009999957,4.599646480000047,706,AV CIUDAD DE QUITO (AK 30) X CL 1B,PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1989-09-13
-74.111363970999946,4.602437340000051,733,AV CUNDINAMARCA (AK 36) X AV FUCHA (AC 8 S),PUENTE ARANDA,"VEHICULAR, PEATONAL","BOTON, SONORO",2000-07-19
-74.112302339999985,4.613363980000031,1152,KR 41 X AV CIUDAD MONTES (AC 3),PUENTE ARANDA,EXCLUSIVA PEATONAL,SIN,2009-07-16
-74.109420039999975,4.605047890000037,725,AV CUNDINAMARCA (AK 36) X CL 1F,PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,2000-07-18
-74.107951889999981,4.606961290000072,716,AV CUNDINAMARCA (AK 36) X CL 2B,PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1993-12-21
-74.10897448999998,4.589387680000073,1028,AV GENERAL SANTANDER (KR 27) X AV PRIMERO DE MAYO (CL 22 S),RAFAEL URIBE,VEHICULAR,SIN,1990-09-18
-74.101873109999985,4.58537251000007,1010,KR 19 X CL 18 S,ANTONIO NARINO,"VEHICULAR, PEATONAL",SIN,1998-09-05
-74.107024339999953,4.598489830000062,713,AV CIUDAD DE QUITO (AK 30) X AV FUCHA (AC 8 S),PUENTE ARANDA,"VEHICULAR, PEATONAL","BOTON, SONORO",1993-12-20
-74.104427619999967,4.593566530000032,1021,AV GENERAL SANTANDER (AK 27) X CL 14 S,ANTONIO NARINO,EXCLUSIVA PEATONAL,SIN,2006-10-06
-74.101336909999986,4.584812040000031,1008,KR 18 X CL 18 S,ANTONIO NARINO,"VEHICULAR, PEATONAL",SIN,1998-09-05
-74.100645759999964,4.585458020000033,1006,KR 18 X CL 17 S,ANTONIO NARINO,"VEHICULAR, PEATONAL",SIN,1983-12-09
-74.100490689999958,4.586658810000074,1005,KR 19 Y TV 18BIS X CL 16 S,ANTONIO NARINO,"VEHICULAR, PEATONAL",SIN,1998-08-02
-74.097956129999943,4.586661870000057,995,TV 18BIS X CL 13A S ,ANTONIO NARINO,VEHICULAR,SIN,1990-09-19
-74.099867429999961,4.589234030000057,1001,AV MARISCAL SUCRE (KR 24) X DG 13BIS S ,ANTONIO NARINO,"VEHICULAR, PEATONAL",SIN,1989-12-11
-74.097596539999984,4.589024680000023,993,KR 19 X CL 10B S,ANTONIO NARINO,"VEHICULAR, PEATONAL",BOTON,2006-11-17
-74.096029979999969,4.584941680000043,985,AV CARACAS (AK 14) X CL 13A S,ANTONIO NARINO,"VEHICULAR, PEATONAL",SIN,2001-05-17
-74.106832169999961,4.607884730000023,712,AV CUNDINAMARCA (AK 36) X AV CIUDAD MONTES (AC 3),PUENTE ARANDA,VEHICULAR,SIN,1998-08-02
-74.105122069999936,4.606421470000043,703,KR 34 X AV CIUDAD MONTES (AC 3),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1993-12-30
-74.103452649999952,4.605240310000056,691,KR 31D X AV CIUDAD MONTES (AC 3),PUENTE ARANDA,"VEHICULAR, PEATONAL","BOTON, SONORO",1993-12-20
-74.108734079999977,4.60953660000007,1151,KR 38 X AV CIUDAD MONTES (AC 3),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,2009-07-17
-74.103083759999947,4.611563710000041,690,AV CUNDINAMARCA (AK 36) X AV DE LOS COMUNEROS (AC 6),PUENTE ARANDA,VEHICULAR,SIN,1993-05-12
-74.104573139999957,4.614207340000064,702,KR 38 X AV DE LOS COMUNEROS (AC 6),PUENTE ARANDA,"VEHICULAR, PEATONAL",BOTON,2007-09-12
-74.085344604999989,4.735412058000065,567,KR 91 X CL 137,SUBA,"VEHICULAR, PEATONAL",SIN,2006-05-19
-74.090152569999987,4.741840680000052,598,KR 98B X AV TRANSVERSAL DE SUBA (AC 145),SUBA,"VEHICULAR, PEATONAL",SIN,2006-04-28
-74.094769919999976,4.74895736000002,640,AV CIUDAD DE CALI (AK 104) X ENTRADA PORTAL SUBA,SUBA,"VEHICULAR, PEATONAL",BUCLE,2006-04-28
-74.092207359999975,4.754318350000062,614,AV CIUDAD DE CALI (AK 104) X AV DE LAS MERCEDES (AC 153),SUBA,"VEHICULAR, PEATONAL",SIN,2002-11-22
-74.07495143999995,4.721324640000034,484,AV ALFREDO D BATERMAN (TV 76) X AV BOYACA (CONECTANTE E-S),SUBA,EXCLUSIVA PEATONAL,"BOTON, SONORO",2006-04-28
-74.069718459999933,4.716171860000031,361,AV LAS VILLAS (AK 58) X CL 128B,SUBA,VEHICULAR,SIN,1988-12-21
-74.068833059999974,4.718062720000034,341,AV LAS VILLAS (AK 58) X CL 129,SUBA,VEHICULAR,SIN,1997-11-06
-74.074576879999938,4.728096440000058,1123,AV ALFREDO D BATERMAN (TV 76) X CL 136,SUBA,"VEHICULAR, PEATONAL",BUCLE,2007-12-21
-74.071215259999974,4.726197440000021,393,AV BOYACA (AK 72) X AV IBERIA (AC 134),SUBA,"VEHICULAR, PEATONAL",SIN,2000-07-21
-74.081511039999953,4.735729640000045,1124,AV TRANSVERSAL DE SUBA (AC 145) X CL 137,SUBA,VEHICULAR,SIN,2007-12-28
-74.084002279999936,4.747476630000051,560,KR 92 X CL 151B,SUBA,"VEHICULAR, PEATONAL",SIN,2000-07-12
-74.063646389999974,4.716669170000046,245,AV CORDOBA (AK 55) X CL 129,SUBA,"VEHICULAR, PEATONAL",SIN,2004-11-11
-74.066488059999983,4.724312010000062,288,AV LAS VILLAS (AK 58) X AV IBERIA (AC 134),SUBA,"VEHICULAR, PEATONAL",SIN,2000-07-18
-74.094629909999981,4.595456760000047,1303,AV MARISCAL SUCRE (TV 20) X CL 1F,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,2013-04-13
-74.120236609999949,4.648475160000032,781,KR 69B X AV INDUSTRIAL (CL 19),FONTIBON,"VEHICULAR, PEATONAL",SIN,2006-11-15
-74.152846409999938,4.674033390000034,873,AK 106 X AV CENTENARIO (DG 16),FONTIBON,"VEHICULAR, PEATONAL",SIN,2002-01-18
